,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000002549,1253.6302802743,0.169206421618904,0.102391982997266,0.0783818979275022,0.222975183314244
ENSG00000002586,8285.39793029793,0.084887740009232,0.0786660492088114,0.267641421985252,0.512310608658803
ENSG00000002745,6.89982954221215,-0.0371616934026751,0.291646226484272,0.727902928291321,0.877987797988189
ENSG00000002746,108.44215151566,0.0740443140900814,0.169047114919614,0.604103627870856,0.80380730650585
ENSG00000002822,349.806186146653,-0.137335801587416,0.124163206603958,0.225346932305992,0.460041188336658
ENSG00000002834,7168.80172554647,0.377055495491979,0.0931608611439626,2.17779838193702e-05,0.00022660161813669
ENSG00000002919,250.507676868456,0.357659661150661,0.137957685041973,0.00376455904638157,0.0205083168351518
ENSG00000002933,540.277871458637,0.315548584363835,0.143063090089322,0.0135797390872386,0.0583718367630718
ENSG00000003056,1065.2665276851,-0.066728808333999,0.0888162889240272,0.432279122067649,0.674820979060155
ENSG00000003096,377.975261226872,-0.903704941241321,0.145605357700222,5.5048548528312e-11,1.38442876856698e-09
ENSG00000003137,104.515194808615,-0.717076689539779,0.314516056946537,0.00205181514242425,0.0123286673269557
ENSG00000003249,116.349026825881,-0.213731721371013,0.177222609065441,0.147173509322052,0.350526049411603
ENSG00000003393,851.090875287858,0.158627733339942,0.0928981776174598,0.0728544991226631,0.211581950101443
ENSG00000003400,80.1567179115993,-0.30111830143936,0.212328796193133,0.0705778883199541,0.206869389171881
ENSG00000003402,2546.60932638954,1.16824649339742,0.122278636076028,7.79593494623259e-23,6.59982624180592e-21
ENSG00000003436,4469.50766637531,-0.166354153058618,0.140946052948487,0.190741523916114,0.414691482909978
ENSG00000003509,290.814036626452,-0.042938175567274,0.124541126954432,0.706211829316788,0.865579914779793
ENSG00000003756,2117.4540032691,-0.174452663360331,0.0928593922183322,0.0481189104664849,0.156113744787991
ENSG00000003987,25.5043393924387,0.731095685301999,0.406329459198062,0.0065226974338587,0.0324461462420249
ENSG00000003989,38.4395982983182,0.262500543069425,0.309709352655329,0.142011284264691,0.341660770895386
ENSG00000004059,1225.35049139531,0.349255831646354,0.0880502284224542,3.45850984926043e-05,0.000341177398907704
ENSG00000004139,84.8823311299562,-0.114328595211029,0.184995184356561,0.447854811625807,0.687412152131133
ENSG00000004142,1460.1152046866,0.134201410366339,0.0847249313858041,0.0995908454951116,0.26475337254428
ENSG00000004399,3634.48000337917,-0.0369177248056145,0.106536055855951,0.729972950520029,0.878886532733265
ENSG00000004455,1224.83463534404,0.0262022575162007,0.112348871365803,0.801653434652706,0.915170136195395
ENSG00000004468,1.31743599562979,-0.0417351378380153,0.311017774186649,0.523174901163115,NA
ENSG00000004478,466.434730395202,-0.0651211894562091,0.107210781453713,0.518407177956714,0.741505518701287
ENSG00000004487,1237.79398066331,-0.283497558937134,0.0869002064731873,0.000657614497797158,0.00465023710756014
ENSG00000004534,1285.22373211664,-0.17475950829062,0.0894124829559823,0.0404418331677694,0.1368964024181
ENSG00000004660,78.1195925996948,-0.401721720609723,0.264286241317701,0.034561279811855,0.121459559065946
ENSG00000004700,1035.32737267248,0.343504465361612,0.101131426858899,0.000296558668277346,0.00231395322647213
ENSG00000004766,478.923781348217,-0.0265891809878903,0.10582719174937,0.787939796866446,0.908831674269753
ENSG00000004776,2774.54856159919,-0.0684006366788676,0.086535923665794,0.411029716373421,0.656990726956149
ENSG00000004777,97.180969277096,-0.311753171035853,0.2030236364419,0.0547709055989411,0.171701837579991
ENSG00000004779,365.675340229343,0.091339148451542,0.119222690076154,0.413173432929504,0.658914242733246
ENSG00000004799,914.370594679048,2.25129965505381,0.748171206704451,2.57854253325017e-05,0.000263435008269502
ENSG00000004838,12.8073767201223,-0.102388626851535,0.288666522624358,0.450322770628297,0.689615303606748
ENSG00000004846,17.9989448799634,-1.24253169394416,0.664073977953143,0.00216184816610023,0.0128910205460051
ENSG00000004864,150.441868371746,0.000150684630166546,0.150933633001664,0.997087600113196,0.998749228154714
ENSG00000004866,412.126309009694,-0.521238267202981,0.137141719669749,3.54107668903255e-05,0.000348167557655626
ENSG00000004897,1518.08067451679,0.0501214031654607,0.0850226848992082,0.538958488449471,0.75724633502578
ENSG00000004961,437.43128865745,-0.125410525283328,0.124529787986411,0.27011331581634,0.515349033363005
ENSG00000004975,991.980595876841,-0.299234342878385,0.0965380299699861,0.00105632666637089,0.00700539994409702
ENSG00000005007,2261.96310265218,0.225001027013812,0.08191843051271,0.00404461975921827,0.0218186711065321
ENSG00000005020,755.686647309337,0.197310535188524,0.106257298451787,0.0475224616651667,0.154728627315661
ENSG00000005022,1118.96178081713,-0.0298974586951395,0.0907409735331468,0.729727310619144,0.878752695678136
ENSG00000005059,211.729339406469,0.0688930658111717,0.139490725401046,0.573078705974962,0.782090004248885
ENSG00000005075,817.88012949054,0.0508808465792534,0.102872068510356,0.599575006947824,0.799630017317178
ENSG00000005100,485.153455516323,0.323301997710363,0.130029639603266,0.00626568296801052,0.0314365039730567
ENSG00000005108,10.560031488264,0.13424283464562,0.304078624843103,0.333261094058634,0.582401667991732
